Entity,Code,Year,Number of reported natural disasters - Earthquakes
European Union (27),OWID_EU27,1172,1
European Union (27),OWID_EU27,1180,1
European Union (27),OWID_EU27,1184,1
European Union (27),OWID_EU27,1201,1
European Union (27),OWID_EU27,1222,2
European Union (27),OWID_EU27,1223,1
European Union (27),OWID_EU27,1227,1
European Union (27),OWID_EU27,1231,1
European Union (27),OWID_EU27,1233,1
European Union (27),OWID_EU27,1248,1
European Union (27),OWID_EU27,1259,1
European Union (27),OWID_EU27,1273,1
European Union (27),OWID_EU27,1277,1
European Union (27),OWID_EU27,1279,1
European Union (27),OWID_EU27,1280,2
European Union (27),OWID_EU27,1286,1
European Union (27),OWID_EU27,1289,1
European Union (27),OWID_EU27,1298,1
European Union (27),OWID_EU27,1300,2
European Union (27),OWID_EU27,1303,1
European Union (27),OWID_EU27,1306,1
European Union (27),OWID_EU27,1319,1
European Union (27),OWID_EU27,1320,1
European Union (27),OWID_EU27,1323,1
European Union (27),OWID_EU27,1328,1
European Union (27),OWID_EU27,1329,1
European Union (27),OWID_EU27,1343,1
European Union (27),OWID_EU27,1344,1
European Union (27),OWID_EU27,1345,1
European Union (27),OWID_EU27,1348,1
European Union (27),OWID_EU27,1349,1
European Union (27),OWID_EU27,1352,1
European Union (27),OWID_EU27,1356,1
European Union (27),OWID_EU27,1361,1
European Union (27),OWID_EU27,1374,1
European Union (27),OWID_EU27,1384,1
European Union (27),OWID_EU27,1387,1
European Union (27),OWID_EU27,1389,1
European Union (27),OWID_EU27,1390,1
European Union (27),OWID_EU27,1399,1
European Union (27),OWID_EU27,1402,1
European Union (27),OWID_EU27,1414,1
European Union (27),OWID_EU27,1417,1
European Union (27),OWID_EU27,1418,1
European Union (27),OWID_EU27,1427,1
European Union (27),OWID_EU27,1428,1
European Union (27),OWID_EU27,1431,1
European Union (27),OWID_EU27,1443,1
European Union (27),OWID_EU27,1444,1
European Union (27),OWID_EU27,1446,1
European Union (27),OWID_EU27,1447,1
European Union (27),OWID_EU27,1451,1
European Union (27),OWID_EU27,1456,1
European Union (27),OWID_EU27,1459,1
European Union (27),OWID_EU27,1461,2
European Union (27),OWID_EU27,1464,1
European Union (27),OWID_EU27,1469,1
European Union (27),OWID_EU27,1471,1
European Union (27),OWID_EU27,1479,1
European Union (27),OWID_EU27,1481,4
European Union (27),OWID_EU27,1482,1
European Union (27),OWID_EU27,1483,1
European Union (27),OWID_EU27,1490,2
European Union (27),OWID_EU27,1491,1
European Union (27),OWID_EU27,1493,1
European Union (27),OWID_EU27,1494,3
European Union (27),OWID_EU27,1496,1
European Union (27),OWID_EU27,1501,1
European Union (27),OWID_EU27,1502,1
European Union (27),OWID_EU27,1504,2
European Union (27),OWID_EU27,1505,1
European Union (27),OWID_EU27,1508,1
European Union (27),OWID_EU27,1509,2
European Union (27),OWID_EU27,1510,2
European Union (27),OWID_EU27,1511,2
European Union (27),OWID_EU27,1514,1
European Union (27),OWID_EU27,1516,3
European Union (27),OWID_EU27,1518,1
European Union (27),OWID_EU27,1520,1
European Union (27),OWID_EU27,1521,1
European Union (27),OWID_EU27,1522,2
European Union (27),OWID_EU27,1530,1
European Union (27),OWID_EU27,1531,2
European Union (27),OWID_EU27,1538,1
European Union (27),OWID_EU27,1542,2
European Union (27),OWID_EU27,1547,1
European Union (27),OWID_EU27,1550,1
European Union (27),OWID_EU27,1551,1
European Union (27),OWID_EU27,1555,1
European Union (27),OWID_EU27,1556,1
European Union (27),OWID_EU27,1561,2
European Union (27),OWID_EU27,1564,1
European Union (27),OWID_EU27,1570,1
European Union (27),OWID_EU27,1571,1
European Union (27),OWID_EU27,1574,1
European Union (27),OWID_EU27,1582,1
European Union (27),OWID_EU27,1585,1
European Union (27),OWID_EU27,1587,1
European Union (27),OWID_EU27,1589,1
European Union (27),OWID_EU27,1590,3
European Union (27),OWID_EU27,1591,2
European Union (27),OWID_EU27,1593,1
European Union (27),OWID_EU27,1597,1
European Union (27),OWID_EU27,1598,1
European Union (27),OWID_EU27,1604,1
European Union (27),OWID_EU27,1609,2
European Union (27),OWID_EU27,1612,2
European Union (27),OWID_EU27,1613,2
European Union (27),OWID_EU27,1614,2
European Union (27),OWID_EU27,1618,1
European Union (27),OWID_EU27,1619,1
European Union (27),OWID_EU27,1620,1
European Union (27),OWID_EU27,1622,1
European Union (27),OWID_EU27,1624,1
European Union (27),OWID_EU27,1625,1
European Union (27),OWID_EU27,1626,2
European Union (27),OWID_EU27,1627,1
European Union (27),OWID_EU27,1628,1
European Union (27),OWID_EU27,1629,2
European Union (27),OWID_EU27,1630,1
European Union (27),OWID_EU27,1631,1
European Union (27),OWID_EU27,1632,1
European Union (27),OWID_EU27,1633,1
European Union (27),OWID_EU27,1636,2
European Union (27),OWID_EU27,1638,2
European Union (27),OWID_EU27,1639,2
European Union (27),OWID_EU27,1640,3
European Union (27),OWID_EU27,1641,1
European Union (27),OWID_EU27,1644,2
European Union (27),OWID_EU27,1646,2
European Union (27),OWID_EU27,1648,1
European Union (27),OWID_EU27,1649,1
European Union (27),OWID_EU27,1650,1
European Union (27),OWID_EU27,1654,2
European Union (27),OWID_EU27,1655,1
European Union (27),OWID_EU27,1657,1
European Union (27),OWID_EU27,1658,1
European Union (27),OWID_EU27,1659,1
European Union (27),OWID_EU27,1660,3
European Union (27),OWID_EU27,1661,1
European Union (27),OWID_EU27,1662,1
European Union (27),OWID_EU27,1665,1
European Union (27),OWID_EU27,1667,1
European Union (27),OWID_EU27,1669,1
European Union (27),OWID_EU27,1670,1
European Union (27),OWID_EU27,1672,3
European Union (27),OWID_EU27,1673,1
European Union (27),OWID_EU27,1674,2
European Union (27),OWID_EU27,1680,1
European Union (27),OWID_EU27,1682,1
European Union (27),OWID_EU27,1688,4
European Union (27),OWID_EU27,1689,1
European Union (27),OWID_EU27,1690,2
European Union (27),OWID_EU27,1693,2
European Union (27),OWID_EU27,1694,1
European Union (27),OWID_EU27,1695,2
European Union (27),OWID_EU27,1696,1
European Union (27),OWID_EU27,1699,1
European Union (27),OWID_EU27,1702,1
European Union (27),OWID_EU27,1703,3
European Union (27),OWID_EU27,1704,1
European Union (27),OWID_EU27,1706,1
European Union (27),OWID_EU27,1708,1
European Union (27),OWID_EU27,1711,1
European Union (27),OWID_EU27,1714,2
European Union (27),OWID_EU27,1717,1
European Union (27),OWID_EU27,1719,1
European Union (27),OWID_EU27,1720,2
European Union (27),OWID_EU27,1721,1
European Union (27),OWID_EU27,1722,2
European Union (27),OWID_EU27,1723,1
European Union (27),OWID_EU27,1726,1
European Union (27),OWID_EU27,1727,1
European Union (27),OWID_EU27,1729,1
European Union (27),OWID_EU27,1730,3
European Union (27),OWID_EU27,1731,1
European Union (27),OWID_EU27,1732,1
European Union (27),OWID_EU27,1738,2
European Union (27),OWID_EU27,1739,1
European Union (27),OWID_EU27,1741,3
European Union (27),OWID_EU27,1742,2
European Union (27),OWID_EU27,1743,1
European Union (27),OWID_EU27,1748,2
European Union (27),OWID_EU27,1750,4
European Union (27),OWID_EU27,1751,3
European Union (27),OWID_EU27,1752,2
European Union (27),OWID_EU27,1755,2
European Union (27),OWID_EU27,1756,1
European Union (27),OWID_EU27,1757,4
European Union (27),OWID_EU27,1758,1
European Union (27),OWID_EU27,1759,3
European Union (27),OWID_EU27,1761,1
European Union (27),OWID_EU27,1763,1
European Union (27),OWID_EU27,1764,1
European Union (27),OWID_EU27,1766,1
European Union (27),OWID_EU27,1767,2
European Union (27),OWID_EU27,1768,2
European Union (27),OWID_EU27,1769,1
European Union (27),OWID_EU27,1770,1
European Union (27),OWID_EU27,1772,2
European Union (27),OWID_EU27,1775,1
European Union (27),OWID_EU27,1780,1
European Union (27),OWID_EU27,1781,1
European Union (27),OWID_EU27,1783,8
European Union (27),OWID_EU27,1784,3
European Union (27),OWID_EU27,1785,1
European Union (27),OWID_EU27,1786,2
European Union (27),OWID_EU27,1789,1
European Union (27),OWID_EU27,1791,2
European Union (27),OWID_EU27,1793,1
European Union (27),OWID_EU27,1796,1
European Union (27),OWID_EU27,1798,2
European Union (27),OWID_EU27,1799,3
European Union (27),OWID_EU27,1800,1
European Union (27),OWID_EU27,1802,2
European Union (27),OWID_EU27,1804,4
European Union (27),OWID_EU27,1805,1
European Union (27),OWID_EU27,1806,2
European Union (27),OWID_EU27,1807,1
European Union (27),OWID_EU27,1808,1
European Union (27),OWID_EU27,1810,2
European Union (27),OWID_EU27,1812,3
European Union (27),OWID_EU27,1814,1
European Union (27),OWID_EU27,1815,2
European Union (27),OWID_EU27,1816,1
European Union (27),OWID_EU27,1817,3
European Union (27),OWID_EU27,1818,4
European Union (27),OWID_EU27,1819,1
European Union (27),OWID_EU27,1820,2
European Union (27),OWID_EU27,1821,2
European Union (27),OWID_EU27,1823,4
European Union (27),OWID_EU27,1825,1
European Union (27),OWID_EU27,1828,1
European Union (27),OWID_EU27,1829,4
European Union (27),OWID_EU27,1831,3
European Union (27),OWID_EU27,1832,2
European Union (27),OWID_EU27,1834,2
European Union (27),OWID_EU27,1835,1
European Union (27),OWID_EU27,1836,2
European Union (27),OWID_EU27,1837,1
European Union (27),OWID_EU27,1838,2
European Union (27),OWID_EU27,1840,2
European Union (27),OWID_EU27,1841,1
European Union (27),OWID_EU27,1842,1
European Union (27),OWID_EU27,1843,2
European Union (27),OWID_EU27,1845,1
European Union (27),OWID_EU27,1846,3
European Union (27),OWID_EU27,1847,1
European Union (27),OWID_EU27,1848,1
European Union (27),OWID_EU27,1850,1
European Union (27),OWID_EU27,1851,2
European Union (27),OWID_EU27,1852,2
European Union (27),OWID_EU27,1853,3
European Union (27),OWID_EU27,1854,4
European Union (27),OWID_EU27,1855,1
European Union (27),OWID_EU27,1856,4
European Union (27),OWID_EU27,1857,2
European Union (27),OWID_EU27,1858,4
European Union (27),OWID_EU27,1859,2
European Union (27),OWID_EU27,1861,2
European Union (27),OWID_EU27,1862,1
European Union (27),OWID_EU27,1863,3
European Union (27),OWID_EU27,1865,2
European Union (27),OWID_EU27,1866,4
European Union (27),OWID_EU27,1867,4
European Union (27),OWID_EU27,1868,1
European Union (27),OWID_EU27,1869,1
European Union (27),OWID_EU27,1870,7
European Union (27),OWID_EU27,1871,1
European Union (27),OWID_EU27,1872,1
European Union (27),OWID_EU27,1873,5
European Union (27),OWID_EU27,1875,3
European Union (27),OWID_EU27,1878,1
European Union (27),OWID_EU27,1879,1
European Union (27),OWID_EU27,1880,1
European Union (27),OWID_EU27,1881,4
European Union (27),OWID_EU27,1882,2
European Union (27),OWID_EU27,1883,1
European Union (27),OWID_EU27,1884,1
European Union (27),OWID_EU27,1885,1
European Union (27),OWID_EU27,1886,1
European Union (27),OWID_EU27,1887,4
European Union (27),OWID_EU27,1888,1
European Union (27),OWID_EU27,1889,3
European Union (27),OWID_EU27,1893,4
European Union (27),OWID_EU27,1894,4
European Union (27),OWID_EU27,1895,5
European Union (27),OWID_EU27,1896,1
European Union (27),OWID_EU27,1897,1
European Union (27),OWID_EU27,1898,4
European Union (27),OWID_EU27,1899,1
European Union (27),OWID_EU27,1901,2
European Union (27),OWID_EU27,1902,2
European Union (27),OWID_EU27,1903,3
European Union (27),OWID_EU27,1904,3
European Union (27),OWID_EU27,1905,4
European Union (27),OWID_EU27,1906,1
European Union (27),OWID_EU27,1907,2
European Union (27),OWID_EU27,1908,1
European Union (27),OWID_EU27,1909,7
European Union (27),OWID_EU27,1910,1
European Union (27),OWID_EU27,1911,3
European Union (27),OWID_EU27,1912,1
European Union (27),OWID_EU27,1913,2
European Union (27),OWID_EU27,1914,4
European Union (27),OWID_EU27,1915,3
European Union (27),OWID_EU27,1916,3
European Union (27),OWID_EU27,1917,5
European Union (27),OWID_EU27,1919,5
European Union (27),OWID_EU27,1920,1
European Union (27),OWID_EU27,1921,3
European Union (27),OWID_EU27,1922,2
European Union (27),OWID_EU27,1923,4
European Union (27),OWID_EU27,1924,2
European Union (27),OWID_EU27,1925,5
European Union (27),OWID_EU27,1926,6
European Union (27),OWID_EU27,1927,9
European Union (27),OWID_EU27,1928,9
European Union (27),OWID_EU27,1930,7
European Union (27),OWID_EU27,1931,9
European Union (27),OWID_EU27,1932,2
European Union (27),OWID_EU27,1933,3
European Union (27),OWID_EU27,1934,1
European Union (27),OWID_EU27,1935,3
European Union (27),OWID_EU27,1938,1
European Union (27),OWID_EU27,1939,2
European Union (27),OWID_EU27,1940,2
European Union (27),OWID_EU27,1941,2
European Union (27),OWID_EU27,1942,1
European Union (27),OWID_EU27,1943,1
European Union (27),OWID_EU27,1944,1
European Union (27),OWID_EU27,1947,1
European Union (27),OWID_EU27,1948,4
European Union (27),OWID_EU27,1949,3
European Union (27),OWID_EU27,1951,1
European Union (27),OWID_EU27,1953,4
European Union (27),OWID_EU27,1954,3
European Union (27),OWID_EU27,1955,3
European Union (27),OWID_EU27,1956,6
European Union (27),OWID_EU27,1957,1
European Union (27),OWID_EU27,1958,3
European Union (27),OWID_EU27,1959,4
European Union (27),OWID_EU27,1960,1
European Union (27),OWID_EU27,1961,1
European Union (27),OWID_EU27,1962,7
European Union (27),OWID_EU27,1963,2
European Union (27),OWID_EU27,1964,2
European Union (27),OWID_EU27,1965,4
European Union (27),OWID_EU27,1966,3
European Union (27),OWID_EU27,1967,3
European Union (27),OWID_EU27,1968,6
European Union (27),OWID_EU27,1969,2
European Union (27),OWID_EU27,1970,1
European Union (27),OWID_EU27,1971,2
European Union (27),OWID_EU27,1972,5
European Union (27),OWID_EU27,1973,4
European Union (27),OWID_EU27,1974,1
European Union (27),OWID_EU27,1975,1
European Union (27),OWID_EU27,1976,4
European Union (27),OWID_EU27,1977,3
European Union (27),OWID_EU27,1978,6
European Union (27),OWID_EU27,1979,3
European Union (27),OWID_EU27,1980,5
European Union (27),OWID_EU27,1981,5
European Union (27),OWID_EU27,1982,1
European Union (27),OWID_EU27,1983,5
European Union (27),OWID_EU27,1984,5
European Union (27),OWID_EU27,1985,2
European Union (27),OWID_EU27,1986,4
European Union (27),OWID_EU27,1987,1
European Union (27),OWID_EU27,1988,2
European Union (27),OWID_EU27,1989,1
European Union (27),OWID_EU27,1990,5
European Union (27),OWID_EU27,1991,4
European Union (27),OWID_EU27,1992,2
European Union (27),OWID_EU27,1993,1
European Union (27),OWID_EU27,1995,3
European Union (27),OWID_EU27,1996,1
European Union (27),OWID_EU27,1997,4
European Union (27),OWID_EU27,1998,3
European Union (27),OWID_EU27,1999,2
European Union (27),OWID_EU27,2000,2
European Union (27),OWID_EU27,2001,1
European Union (27),OWID_EU27,2002,6
European Union (27),OWID_EU27,2003,8
European Union (27),OWID_EU27,2004,8
European Union (27),OWID_EU27,2005,1
European Union (27),OWID_EU27,2006,7
European Union (27),OWID_EU27,2007,1
European Union (27),OWID_EU27,2008,2
European Union (27),OWID_EU27,2009,3
European Union (27),OWID_EU27,2011,1
European Union (27),OWID_EU27,2012,4
European Union (27),OWID_EU27,2013,3
European Union (27),OWID_EU27,2014,4
European Union (27),OWID_EU27,2015,1
European Union (27),OWID_EU27,2016,4
European Union (27),OWID_EU27,2017,3
European Union (27),OWID_EU27,2018,5
European Union (27),OWID_EU27,2019,6
European Union (27),OWID_EU27,2020,3
European Union (27),OWID_EU27,2021,3
European Union (27),OWID_EU27,2022,1
European Union (27),OWID_EU27,2023,1
European Union (27),OWID_EU27,2024,2
Fiji,FJI,1840,1
Fiji,FJI,1881,1
Fiji,FJI,1884,1
Fiji,FJI,1909,1
Fiji,FJI,1919,2
Fiji,FJI,1932,1
Fiji,FJI,1937,1
Fiji,FJI,1953,1
Fiji,FJI,1956,1
Fiji,FJI,1957,1
Fiji,FJI,1975,1
Fiji,FJI,1979,1
Fiji,FJI,1990,1
Fiji,FJI,1994,1
Fiji,FJI,2002,2
Fiji,FJI,2017,1
Fiji,FJI,2018,2
France,FRA,470,1
France,FRA,854,1
France,FRA,1003,1
France,FRA,1227,1
France,FRA,1286,1
France,FRA,1289,1
France,FRA,1494,2
France,FRA,1564,1
France,FRA,1593,1
France,FRA,1618,1
France,FRA,1644,1
France,FRA,1657,1
France,FRA,1660,1
France,FRA,1682,1
France,FRA,1708,1
France,FRA,1711,1
France,FRA,1750,1
France,FRA,1772,1
France,FRA,1799,1
France,FRA,1812,2
France,FRA,1814,1
France,FRA,1817,1
France,FRA,1854,2
France,FRA,1855,1
France,FRA,1863,1
France,FRA,1873,1
France,FRA,1909,1
France,FRA,1911,1
France,FRA,1928,1
France,FRA,1959,1
France,FRA,1962,1
France,FRA,1967,1
France,FRA,1972,1
France,FRA,1991,1
France,FRA,2002,1
France,FRA,2003,1
France,FRA,2006,2
France,FRA,2019,1
France,FRA,2023,1
French Guiana,GUF,1774,1
French Guiana,GUF,1885,1
French Polynesia,PYF,1848,1
Gabon,GAB,1974,1
Georgia,GEO,-50,1
Georgia,GEO,1088,1
Georgia,GEO,1275,1
Georgia,GEO,1283,1
Georgia,GEO,1350,1
Georgia,GEO,1811,1
Georgia,GEO,1868,1
Georgia,GEO,1905,1
Georgia,GEO,1920,1
Georgia,GEO,1986,1
Georgia,GEO,1991,3
Georgia,GEO,2002,1
Georgia,GEO,2009,1
Germany,DEU,1510,1
Germany,DEU,1619,1
Germany,DEU,1629,1
Germany,DEU,1640,1
Germany,DEU,1978,1
Germany,DEU,2002,1
Germany,DEU,2003,1
Germany,DEU,2004,1
Germany,DEU,2014,1
Ghana,GHA,1636,1
Ghana,GHA,1862,1
Ghana,GHA,1872,1
Ghana,GHA,1906,1
Ghana,GHA,1939,1
Greece,GRC,-1610,1
Greece,GRC,-550,1
Greece,GRC,-480,1
Greece,GRC,-479,1
Greece,GRC,-432,1
Greece,GRC,-426,1
Greece,GRC,-373,1
Greece,GRC,-330,1
Greece,GRC,-282,1
Greece,GRC,-227,1
Greece,GRC,-223,1
Greece,GRC,-198,1
Greece,GRC,23,1
Greece,GRC,52,1
Greece,GRC,55,1
Greece,GRC,62,1
Greece,GRC,142,1
Greece,GRC,155,1
Greece,GRC,170,1
Greece,GRC,251,1
Greece,GRC,365,1
Greece,GRC,438,1
Greece,GRC,448,1
Greece,GRC,521,1
Greece,GRC,527,1
Greece,GRC,551,2
Greece,GRC,554,1
Greece,GRC,796,1
Greece,GRC,856,1
Greece,GRC,1153,1
Greece,GRC,1303,1
Greece,GRC,1306,1
Greece,GRC,1384,1
Greece,GRC,1389,1
Greece,GRC,1402,1
Greece,GRC,1469,1
Greece,GRC,1481,3
Greece,GRC,1483,1
Greece,GRC,1490,1
Greece,GRC,1491,1
Greece,GRC,1493,1
Greece,GRC,1494,1
Greece,GRC,1501,1
Greece,GRC,1508,1
Greece,GRC,1514,1
Greece,GRC,1521,1
Greece,GRC,1555,1
Greece,GRC,1585,1
Greece,GRC,1591,1
Greece,GRC,1604,1
Greece,GRC,1609,1
Greece,GRC,1612,2
Greece,GRC,1613,1
Greece,GRC,1622,1
Greece,GRC,1625,1
Greece,GRC,1629,1
Greece,GRC,1630,1
Greece,GRC,1633,1
Greece,GRC,1636,2
Greece,GRC,1650,1
Greece,GRC,1655,1
Greece,GRC,1658,1
Greece,GRC,1660,1
Greece,GRC,1662,1
Greece,GRC,1665,1
Greece,GRC,1672,2
Greece,GRC,1673,1
Greece,GRC,1674,1
Greece,GRC,1688,1
Greece,GRC,1696,1
Greece,GRC,1704,1
Greece,GRC,1714,2
Greece,GRC,1722,1
Greece,GRC,1723,1
Greece,GRC,1729,1
Greece,GRC,1738,1
Greece,GRC,1741,2
Greece,GRC,1742,2
Greece,GRC,1748,1
Greece,GRC,1750,1
Greece,GRC,1751,1
Greece,GRC,1752,1
Greece,GRC,1759,2
Greece,GRC,1766,1
Greece,GRC,1767,1
Greece,GRC,1769,1
Greece,GRC,1770,1
Greece,GRC,1772,1
Greece,GRC,1780,1
Greece,GRC,1785,1
Greece,GRC,1786,1
Greece,GRC,1791,1
Greece,GRC,1798,1
Greece,GRC,1804,2
Greece,GRC,1810,1
Greece,GRC,1815,2
Greece,GRC,1817,1
Greece,GRC,1820,2
Greece,GRC,1821,1
Greece,GRC,1823,1
Greece,GRC,1825,1
Greece,GRC,1829,2
Greece,GRC,1831,1
Greece,GRC,1840,1
Greece,GRC,1842,1
Greece,GRC,1843,1
Greece,GRC,1846,1
Greece,GRC,1851,1
Greece,GRC,1853,1
Greece,GRC,1856,2
Greece,GRC,1858,1
Greece,GRC,1861,1
Greece,GRC,1862,1
Greece,GRC,1863,2
Greece,GRC,1865,1
Greece,GRC,1866,4
Greece,GRC,1867,4
Greece,GRC,1869,1
Greece,GRC,1870,3
Greece,GRC,1872,1
Greece,GRC,1873,2
Greece,GRC,1875,2
Greece,GRC,1881,3
Greece,GRC,1885,1
Greece,GRC,1886,1
Greece,GRC,1887,1
Greece,GRC,1888,1
Greece,GRC,1889,2
Greece,GRC,1893,3
Greece,GRC,1894,3
Greece,GRC,1895,2
Greece,GRC,1898,2
Greece,GRC,1899,1
Greece,GRC,1902,2
Greece,GRC,1903,1
Greece,GRC,1904,1
Greece,GRC,1905,1
Greece,GRC,1909,1
Greece,GRC,1911,1
Greece,GRC,1912,1
Greece,GRC,1914,2
Greece,GRC,1915,2
Greece,GRC,1919,1
Greece,GRC,1922,1
Greece,GRC,1923,1
Greece,GRC,1926,1
Greece,GRC,1927,1
Greece,GRC,1928,3
Greece,GRC,1930,1
Greece,GRC,1931,2
Greece,GRC,1932,2
Greece,GRC,1933,1
Greece,GRC,1935,1
Greece,GRC,1938,1
Greece,GRC,1944,1
Greece,GRC,1947,1
Greece,GRC,1948,3
Greece,GRC,1949,2
Greece,GRC,1953,3
Greece,GRC,1954,2
Greece,GRC,1955,3
Greece,GRC,1956,3
Greece,GRC,1957,1
Greece,GRC,1960,1
Greece,GRC,1962,3
Greece,GRC,1965,4
Greece,GRC,1966,3
Greece,GRC,1967,2
Greece,GRC,1968,2
Greece,GRC,1972,2
Greece,GRC,1973,2
Greece,GRC,1975,1
Greece,GRC,1978,2
Greece,GRC,1979,2
Greece,GRC,1980,2
Greece,GRC,1981,4
Greece,GRC,1983,3
Greece,GRC,1984,2
Greece,GRC,1985,1
Greece,GRC,1986,2
Greece,GRC,1988,1
Greece,GRC,1990,1
Greece,GRC,1992,1
Greece,GRC,1993,1
Greece,GRC,1995,2
Greece,GRC,1997,1
Greece,GRC,1999,1
Greece,GRC,2000,2
Greece,GRC,2001,1
Greece,GRC,2002,1
Greece,GRC,2003,2
Greece,GRC,2004,2
Greece,GRC,2006,2
Greece,GRC,2007,1
Greece,GRC,2008,1
Greece,GRC,2009,1
Greece,GRC,2013,3
Greece,GRC,2014,3
Greece,GRC,2015,1
Greece,GRC,2017,1
Greece,GRC,2018,1
Greece,GRC,2019,1
Greece,GRC,2020,1
Greece,GRC,2021,3
Grenada,GRD,1822,1
Guadeloupe,GLP,1824,1
Guadeloupe,GLP,1843,1
Guadeloupe,GLP,1851,1
Guadeloupe,GLP,1870,1
Guadeloupe,GLP,1897,1
Guadeloupe,GLP,1969,1
Guadeloupe,GLP,1985,1
Guadeloupe,GLP,2004,1
Guadeloupe,GLP,2005,1
Guatemala,GTM,1565,1
Guatemala,GTM,1566,1
Guatemala,GTM,1576,1
Guatemala,GTM,1586,1
Guatemala,GTM,1607,1
Guatemala,GTM,1689,1
Guatemala,GTM,1717,1
Guatemala,GTM,1765,1
Guatemala,GTM,1773,2
Guatemala,GTM,1791,1
Guatemala,GTM,1816,1
Guatemala,GTM,1830,1
Guatemala,GTM,1862,1
Guatemala,GTM,1870,1
Guatemala,GTM,1874,1
Guatemala,GTM,1902,2
Guatemala,GTM,1917,1
Guatemala,GTM,1918,1
Guatemala,GTM,1921,1
Guatemala,GTM,1942,1
Guatemala,GTM,1950,1
Guatemala,GTM,1976,2
Guatemala,GTM,1978,1
Guatemala,GTM,1979,2
Guatemala,GTM,1980,1
Guatemala,GTM,1985,1
Guatemala,GTM,1986,1
Guatemala,GTM,1988,1
Guatemala,GTM,1991,1
Guatemala,GTM,1993,1
Guatemala,GTM,1998,1
Guatemala,GTM,1999,1
Guatemala,GTM,2007,1
Guatemala,GTM,2008,2
Guatemala,GTM,2011,1
Guatemala,GTM,2012,1
Guatemala,GTM,2013,1
Guatemala,GTM,2017,2
Guatemala,GTM,2022,1
Guinea,GIN,1983,1
Haiti,HTI,1701,1
Haiti,HTI,1751,2
Haiti,HTI,1770,1
Haiti,HTI,1775,2
Haiti,HTI,1784,1
Haiti,HTI,1793,1
Haiti,HTI,1842,1
Haiti,HTI,1860,2
Haiti,HTI,1864,1
Haiti,HTI,1887,1
Haiti,HTI,1952,1
Haiti,HTI,1953,1
Haiti,HTI,1994,1
Haiti,HTI,2010,1
Haiti,HTI,2018,1
Haiti,HTI,2021,1
Haiti,HTI,2022,1
Haiti,HTI,2023,1
High-income countries,OWID_HIC,-1610,1
High-income countries,OWID_HIC,-1566,1
High-income countries,OWID_HIC,-1450,1
High-income countries,OWID_HIC,-1250,1
High-income countries,OWID_HIC,-759,1
High-income countries,OWID_HIC,-550,1
High-income countries,OWID_HIC,-480,1
High-income countries,OWID_HIC,-479,1
High-income countries,OWID_HIC,-432,1
High-income countries,OWID_HIC,-426,1
High-income countries,OWID_HIC,-373,1
High-income countries,OWID_HIC,-364,1
High-income countries,OWID_HIC,-330,1
High-income countries,OWID_HIC,-282,1
High-income countries,OWID_HIC,-241,1
High-income countries,OWID_HIC,-227,1
High-income countries,OWID_HIC,-223,1
High-income countries,OWID_HIC,-217,1
High-income countries,OWID_HIC,-216,1
High-income countries,OWID_HIC,-210,1
High-income countries,OWID_HIC,-198,1
High-income countries,OWID_HIC,-177,1
High-income countries,OWID_HIC,-63,1
High-income countries,OWID_HIC,-60,1
High-income countries,OWID_HIC,-50,1
High-income countries,OWID_HIC,-33,1
High-income countries,OWID_HIC,-31,1
High-income countries,OWID_HIC,-26,1
High-income countries,OWID_HIC,-15,1
High-income countries,OWID_HIC,23,1
High-income countries,OWID_HIC,27,1
High-income countries,OWID_HIC,33,1
High-income countries,OWID_HIC,52,1
High-income countries,OWID_HIC,55,1
High-income countries,OWID_HIC,62,1
High-income countries,OWID_HIC,63,1
High-income countries,OWID_HIC,76,1
High-income countries,OWID_HIC,79,1
High-income countries,OWID_HIC,89,1
High-income countries,OWID_HIC,100,1
High-income countries,OWID_HIC,123,1
High-income countries,OWID_HIC,142,1
High-income countries,OWID_HIC,155,1
High-income countries,OWID_HIC,170,1
High-income countries,OWID_HIC,177,1
High-income countries,OWID_HIC,243,1
High-income countries,OWID_HIC,251,1
High-income countries,OWID_HIC,258,1
High-income countries,OWID_HIC,300,1
High-income countries,OWID_HIC,304,1
High-income countries,OWID_HIC,315,1
High-income countries,OWID_HIC,324,1
High-income countries,OWID_HIC,344,1
High-income countries,OWID_HIC,365,1
High-income countries,OWID_HIC,369,1
High-income countries,OWID_HIC,382,1
High-income countries,OWID_HIC,419,1
High-income countries,OWID_HIC,425,1
High-income countries,OWID_HIC,438,1
High-income countries,OWID_HIC,448,1
High-income countries,OWID_HIC,470,1
High-income countries,OWID_HIC,510,1
High-income countries,OWID_HIC,521,1
High-income countries,OWID_HIC,527,1
High-income countries,OWID_HIC,551,2
High-income countries,OWID_HIC,554,1
High-income countries,OWID_HIC,558,1
High-income countries,OWID_HIC,567,1
High-income countries,OWID_HIC,614,1
High-income countries,OWID_HIC,634,1
High-income countries,OWID_HIC,664,1
High-income countries,OWID_HIC,684,1
High-income countries,OWID_HIC,701,1
High-income countries,OWID_HIC,704,1
High-income countries,OWID_HIC,720,1
High-income countries,OWID_HIC,743,1
High-income countries,OWID_HIC,744,1
High-income countries,OWID_HIC,745,2
High-income countries,OWID_HIC,746,1
High-income countries,OWID_HIC,758,1
High-income countries,OWID_HIC,766,1
High-income countries,OWID_HIC,778,1
High-income countries,OWID_HIC,780,1
